state,year,quater,district,registered_user,app_opening
rajasthan,2021,q1,jhalawar ,243433,8020226
rajasthan,2021,q1,alwar ,1185599,43190779
rajasthan,2021,q1,kota ,674683,22050579
rajasthan,2021,q1,jhunjhunu ,569602,17478212
rajasthan,2021,q2,pali ,447779,26084296
rajasthan,2021,q2,ganganagar ,447213,112799686
rajasthan,2021,q2,churu ,452436,24492982
rajasthan,2021,q2,jaipur ,4226231,129314372
rajasthan,2021,q2,baran ,219493,11541278
rajasthan,2021,q2,bhilwara ,701929,38002894
rajasthan,2021,q2,banswara ,152564,8074724
rajasthan,2021,q2,dungarpur ,137559,6330854
rajasthan,2021,q2,tonk ,345171,24685623
rajasthan,2021,q2,jodhpur ,1114131,62758418
rajasthan,2021,q2,karauli ,265012,15318896
rajasthan,2021,q2,udaipur ,664816,25708180
rajasthan,2021,q2,dausa ,468401,23327644
rajasthan,2021,q2,nagaur ,726871,49222121
rajasthan,2021,q2,bharatpur ,573558,16306652
rajasthan,2021,q2,barmer ,508022,66990117
rajasthan,2021,q2,ajmer ,776294,30665240
rajasthan,2021,q2,chittorgarh ,373366,17991745
rajasthan,2021,q2,hanumangarh ,318916,71893810
rajasthan,2021,q2,pratapgarh ,98859,7256037
rajasthan,2021,q2,sawai madhopur ,331804,19386358
rajasthan,2021,q2,jalore ,314575,20927950
rajasthan,2021,q2,bikaner ,592883,50927072
rajasthan,2021,q2,sikar ,826855,37021004
rajasthan,2021,q2,dholpur ,169376,7403984
rajasthan,2021,q2,sirohi ,211770,9436390
rajasthan,2021,q2,rajsamand ,229951,12148232
rajasthan,2021,q2,jaisalmer ,182456,25511431
rajasthan,2021,q2,bundi ,231781,13395218
rajasthan,2021,q2,jhalawar ,262988,15380255
rajasthan,2021,q2,alwar ,1273307,47024799
rajasthan,2021,q2,kota ,722793,20158112
rajasthan,2021,q2,jhunjhunu ,611825,24604858
rajasthan,2021,q3,pali ,484755,33725637
rajasthan,2021,q3,ganganagar ,481739,155979698
rajasthan,2021,q3,churu ,491812,36163323
rajasthan,2021,q3,jaipur ,4534297,175289835
rajasthan,2021,q3,baran ,238205,14724605
rajasthan,2021,q3,bhilwara ,760232,52240450
rajasthan,2021,q3,banswara ,165628,10580067
rajasthan,2021,q3,dungarpur ,149490,7824971
rajasthan,2021,q3,tonk ,374118,29280826
rajasthan,2021,q3,jodhpur ,1202937,85445735
rajasthan,2021,q3,karauli ,287377,16649738
rajasthan,2021,q3,udaipur ,716657,34896346
rajasthan,2021,q3,dausa ,506053,27166264
rajasthan,2021,q3,nagaur ,787565,65627603
rajasthan,2021,q3,bharatpur ,621337,18744440
rajasthan,2021,q3,barmer ,555443,86730475
rajasthan,2021,q3,ajmer ,835375,44691315
rajasthan,2021,q3,chittorgarh ,405372,25182745
rajasthan,2021,q3,hanumangarh ,344727,98092929
rajasthan,2021,q3,pratapgarh ,107977,9572891
rajasthan,2021,q3,sawai madhopur ,359201,22869669
rajasthan,2021,q3,jalore ,341575,23694042
rajasthan,2021,q3,bikaner ,643520,76274401
rajasthan,2021,q3,sikar ,892015,45869668
rajasthan,2021,q3,dholpur ,184104,9024247
rajasthan,2021,q3,sirohi ,228612,12856951
rajasthan,2021,q3,rajsamand ,248866,16230110
rajasthan,2021,q3,jaisalmer ,200177,40799554
rajasthan,2021,q3,bundi ,251774,17553690
rajasthan,2021,q3,jhalawar ,286594,20159854
rajasthan,2021,q3,alwar ,1374586,59044145
rajasthan,2021,q3,kota ,777099,26835981
rajasthan,2021,q3,jhunjhunu ,660246,29731620
rajasthan,2021,q4,pali ,520123,25431471
rajasthan,2021,q4,ganganagar ,515921,29488011
rajasthan,2021,q4,churu ,529054,25104922
rajasthan,2021,q4,jaipur ,4841883,271330929
rajasthan,2021,q4,baran ,256568,12169559
rajasthan,2021,q4,bhilwara ,816969,53226820
rajasthan,2021,q4,banswara ,177866,7108111
rajasthan,2021,q4,dungarpur ,160624,5972533
rajasthan,2021,q4,tonk ,402370,23402350
rajasthan,2021,q4,jodhpur ,1288773,67754747
rajasthan,2021,q4,karauli ,309039,16501417
rajasthan,2021,q4,udaipur ,767224,39268515
rajasthan,2021,q4,dausa ,542538,32691553
rajasthan,2021,q4,nagaur ,845508,46269589
rajasthan,2021,q4,bharatpur ,667946,24621512
rajasthan,2021,q4,barmer ,600203,40205591
rajasthan,2021,q4,ajmer ,892912,50975533
rajasthan,2021,q4,chittorgarh ,435907,24182934
rajasthan,2021,q4,hanumangarh ,369948,21061506
rajasthan,2021,q4,pratapgarh ,116630,5912035
rajasthan,2021,q4,sawai madhopur ,386476,21640091
rajasthan,2021,q4,jalore ,367554,17042645
rajasthan,2021,q4,bikaner ,691555,36465475
rajasthan,2021,q4,sikar ,955025,53716422
rajasthan,2021,q4,dholpur ,198205,9603469
rajasthan,2021,q4,sirohi ,244921,11837758
rajasthan,2021,q4,rajsamand ,266920,14512502
rajasthan,2021,q4,jaisalmer ,216435,16435863
rajasthan,2021,q4,bundi ,270915,13795157
rajasthan,2021,q4,jhalawar ,308914,16602215
rajasthan,2021,q4,alwar ,1474129,76462658
rajasthan,2021,q4,kota ,831250,39822430
rajasthan,2021,q4,jhunjhunu ,706897,34507708
rajasthan,2022,q1,pali ,553792,69349732
rajasthan,2022,q1,ganganagar ,547992,375275391
rajasthan,2022,q1,churu ,565326,60875548
rajasthan,2022,q1,jaipur ,5133527,100209038
rajasthan,2022,q1,baran ,274308,31164272
rajasthan,2022,q1,bhilwara ,871188,88473755
rajasthan,2022,q1,banswara ,189997,25933196
rajasthan,2022,q1,dungarpur ,171907,19525390
rajasthan,2022,q1,tonk ,429840,49977776
rajasthan,2022,q1,jodhpur ,1370206,183816156
rajasthan,2022,q1,karauli ,330492,24699924
rajasthan,2022,q1,udaipur ,816476,66660064
rajasthan,2022,q1,dausa ,578443,20187376
rajasthan,2022,q1,nagaur ,901819,133495392
rajasthan,2022,q1,bharatpur ,713425,20913302
rajasthan,2022,q1,barmer ,642913,231774454
rajasthan,2022,q1,ajmer ,947827,74534651
rajasthan,2022,q1,chittorgarh ,465868,47033572
rajasthan,2022,q1,hanumangarh ,393659,223563976
rajasthan,2022,q1,pratapgarh ,125125,26261142
rajasthan,2022,q1,sawai madhopur ,412482,28303144
rajasthan,2022,q1,jalore ,392559,54718054
rajasthan,2022,q1,bikaner ,737226,183107441
rajasthan,2022,q1,sikar ,1017503,53601274
rajasthan,2022,q1,dholpur ,211933,14633724
rajasthan,2022,q1,sirohi ,260674,23786718
rajasthan,2022,q1,rajsamand ,284734,32199404
rajasthan,2022,q1,jaisalmer ,231261,120379969
rajasthan,2022,q1,bundi ,289557,31495159
rajasthan,2022,q1,jhalawar ,330563,40658233
rajasthan,2022,q1,alwar ,1570711,50622585
rajasthan,2022,q1,kota ,882916,30096178
rajasthan,2022,q1,jhunjhunu ,752608,33280479
rajasthan,2022,q2,pali ,584657,77005278
rajasthan,2022,q2,ganganagar ,578145,421950406
rajasthan,2022,q2,churu ,598254,64146292
rajasthan,2022,q2,jaipur ,5409763,95957044
rajasthan,2022,q2,baran ,290456,32432236
rajasthan,2022,q2,bhilwara ,921021,90944545
rajasthan,2022,q2,banswara ,200791,31207171
rajasthan,2022,q2,dungarpur ,182055,22714718
rajasthan,2022,q2,tonk ,455010,50484749
rajasthan,2022,q2,jodhpur ,1444490,190957063
rajasthan,2022,q2,karauli ,350206,22434237
rajasthan,2022,q2,udaipur ,862053,75628048
rajasthan,2022,q2,dausa ,611894,20588468
rajasthan,2022,q2,nagaur ,952752,151946783
rajasthan,2022,q2,bharatpur ,755997,22132942
rajasthan,2022,q2,barmer ,680437,251676740
rajasthan,2022,q2,ajmer ,998746,80278864
rajasthan,2022,q2,chittorgarh ,493379,53085761
rajasthan,2022,q2,hanumangarh ,415870,252744084
rajasthan,2022,q2,pratapgarh ,132722,29088449
rajasthan,2022,q2,sawai madhopur ,436961,28512199
rajasthan,2022,q2,jalore ,415385,61989441
rajasthan,2022,q2,bikaner ,778380,192250235
rajasthan,2022,q2,sikar ,1074986,56239659
rajasthan,2022,q2,dholpur ,224585,16130121
rajasthan,2022,q2,sirohi ,275294,26815784
rajasthan,2022,q2,rajsamand ,301070,38062175
rajasthan,2022,q2,jaisalmer ,244234,123477036
rajasthan,2022,q2,bundi ,306807,34122615
rajasthan,2022,q2,jhalawar ,350492,39762250
rajasthan,2022,q2,alwar ,1661785,49318462
rajasthan,2022,q2,kota ,931689,33065934
rajasthan,2022,q2,jhunjhunu ,795815,34285158
rajasthan,2022,q3,pali ,614763,86663578
rajasthan,2022,q3,ganganagar ,609264,497587120
rajasthan,2022,q3,churu ,630859,93965925
rajasthan,2022,q3,jaipur ,5696726,97515005
rajasthan,2022,q3,baran ,306488,35782521
rajasthan,2022,q3,bhilwara ,971352,111039026
rajasthan,2022,q3,banswara ,211215,35678679
rajasthan,2022,q3,dungarpur ,191535,24648975
rajasthan,2022,q3,tonk ,479568,54127045
rajasthan,2022,q3,jodhpur ,1517702,254120726
rajasthan,2022,q3,karauli ,370379,27073093
rajasthan,2022,q3,udaipur ,908034,80374530
rajasthan,2022,q3,dausa ,646611,19935199
rajasthan,2022,q3,nagaur ,1001401,186521136
rajasthan,2022,q3,bharatpur ,799601,23295084
rajasthan,2022,q3,barmer ,714466,287879403
rajasthan,2022,q3,ajmer ,1050146,99619646
rajasthan,2022,q3,chittorgarh ,520793,62711300
rajasthan,2022,q3,hanumangarh ,438430,303886660
rajasthan,2022,q3,pratapgarh ,140123,32602291
rajasthan,2022,q3,sawai madhopur ,461840,32215728
rajasthan,2022,q3,jalore ,436182,67230900
rajasthan,2022,q3,bikaner ,819523,250765934
rajasthan,2022,q3,sikar ,1133443,61228825
rajasthan,2022,q3,dholpur ,237489,19098756
rajasthan,2022,q3,sirohi ,289792,29876298
rajasthan,2022,q3,rajsamand ,317247,43640347
rajasthan,2022,q3,jaisalmer ,256162,163060522
rajasthan,2022,q3,bundi ,324032,38644499
rajasthan,2022,q3,jhalawar ,370638,49646877
rajasthan,2022,q3,alwar ,1755844,56486270
rajasthan,2022,q3,kota ,982248,34674075
rajasthan,2022,q3,jhunjhunu ,839052,38191893
rajasthan,2022,q4,pali ,641377,37823446
rajasthan,2022,q4,ganganagar ,639140,41572688
rajasthan,2022,q4,churu ,659182,34536777
rajasthan,2022,q4,jaipur ,5975863,302929885
rajasthan,2022,q4,baran ,320431,17042993
rajasthan,2022,q4,bhilwara ,1017032,71900538
rajasthan,2022,q4,banswara ,220126,13983897
rajasthan,2022,q4,dungarpur ,199320,10652699
rajasthan,2022,q4,tonk ,501573,29169650
rajasthan,2022,q4,jodhpur ,1583620,94660470
rajasthan,2022,q4,karauli ,388010,19877087
rajasthan,2022,q4,udaipur ,949767,57456129
rajasthan,2022,q4,dausa ,678693,33124667
rajasthan,2022,q4,nagaur ,1043562,66793982
rajasthan,2022,q4,bharatpur ,839280,31088388
rajasthan,2022,q4,barmer ,742793,59090917
rajasthan,2022,q4,ajmer ,1097266,73340646
rajasthan,2022,q4,chittorgarh ,544856,36614779
rajasthan,2022,q4,hanumangarh ,459397,29067836
rajasthan,2022,q4,pratapgarh ,146311,10020826
rajasthan,2022,q4,sawai madhopur ,484318,24244979
rajasthan,2022,q4,jalore ,454009,26134282
rajasthan,2022,q4,bikaner ,856385,51898443
rajasthan,2022,q4,sikar ,1185927,64102564
rajasthan,2022,q4,dholpur ,249028,13787272
rajasthan,2022,q4,sirohi ,302852,16427206
rajasthan,2022,q4,rajsamand ,331406,24301610
rajasthan,2022,q4,jaisalmer ,266118,23450979
rajasthan,2022,q4,bundi ,339186,19235443
rajasthan,2022,q4,jhalawar ,387978,23347051
rajasthan,2022,q4,alwar ,1843138,86723515
rajasthan,2022,q4,kota ,1031196,51410929
rajasthan,2022,q4,jhunjhunu ,876787,41612351
sikkim,2018,q1,south ,3679,0
sikkim,2018,q1,west ,2048,0
sikkim,2018,q1,east ,12749,0
sikkim,2018,q1,north ,1575,0
sikkim,2018,q2,south ,5147,0
sikkim,2018,q2,west ,2868,0
sikkim,2018,q2,east ,17767,0
sikkim,2018,q2,north ,2315,0
sikkim,2018,q3,south ,6943,0
sikkim,2018,q3,west ,4042,0
sikkim,2018,q3,east ,23460,0
sikkim,2018,q3,north ,3192,0
sikkim,2018,q4,south ,8992,0
sikkim,2018,q4,west ,5328,0
sikkim,2018,q4,east ,29948,0
sikkim,2018,q4,north ,4270,0
sikkim,2019,q1,south ,11031,0
sikkim,2019,q1,west ,6479,0
sikkim,2019,q1,east ,36124,0
sikkim,2019,q1,north ,5322,0
sikkim,2019,q2,south ,13547,77140
sikkim,2019,q2,west ,8064,46084
sikkim,2019,q2,east ,43048,238494
sikkim,2019,q2,north ,6340,36802
sikkim,2019,q3,south ,16016,280590
sikkim,2019,q3,west ,9481,144701
sikkim,2019,q3,east ,49404,754830
sikkim,2019,q3,north ,7227,136683
sikkim,2019,q4,south ,18461,329447
sikkim,2019,q4,west ,11078,178799
sikkim,2019,q4,east ,55340,889132
sikkim,2019,q4,north ,8093,154626
sikkim,2020,q1,south ,21043,363778
sikkim,2020,q1,west ,12746,206588
sikkim,2020,q1,east ,61820,973818
sikkim,2020,q1,north ,9022,152979
sikkim,2020,q2,south ,24768,391248
sikkim,2020,q2,west ,15082,272075
sikkim,2020,q2,east ,69829,1057180
sikkim,2020,q2,north ,10242,191832
sikkim,2020,q3,south ,28038,435098
sikkim,2020,q3,west ,17400,289152
sikkim,2020,q3,east ,78018,1205412
sikkim,2020,q3,north ,11317,226808
sikkim,2020,q4,south ,31055,487764
sikkim,2020,q4,west ,19217,307094
sikkim,2020,q4,east ,85770,1393562
sikkim,2020,q4,north ,12501,290250
sikkim,2021,q1,south ,33490,549002
sikkim,2021,q1,west ,20769,329949
sikkim,2021,q1,east ,92502,1635704
sikkim,2021,q1,north ,13452,280676
sikkim,2021,q2,south ,35900,967570
sikkim,2021,q2,west ,22352,824607
sikkim,2021,q2,east ,99077,1747714
sikkim,2021,q2,north ,14411,1001230
sikkim,2021,q3,south ,38616,1144641
sikkim,2021,q3,west ,24132,1053092
sikkim,2021,q3,east ,106352,2217368
sikkim,2021,q3,north ,15593,1299464
sikkim,2021,q4,south ,41311,1156897
sikkim,2021,q4,west ,25834,686418
sikkim,2021,q4,east ,113537,3108229
sikkim,2021,q4,north ,16725,574008
sikkim,2022,q1,south ,43881,2776181
sikkim,2022,q1,west ,27594,3049668
sikkim,2022,q1,east ,120360,3384215
sikkim,2022,q1,north ,17781,3230129
sikkim,2022,q2,south ,46351,3490586
sikkim,2022,q2,west ,29184,4031393
sikkim,2022,q2,east ,126666,4759136
sikkim,2022,q2,north ,18793,4712822
sikkim,2022,q3,south ,48673,4041078
sikkim,2022,q3,west ,30513,4964725
sikkim,2022,q3,east ,133152,5164204
sikkim,2022,q3,north ,19687,4578529
sikkim,2022,q4,south ,50716,2045443
sikkim,2022,q4,west ,31605,1253670
sikkim,2022,q4,east ,139175,4859711
sikkim,2022,q4,north ,20472,790040
tamil nadu,2018,q1,tiruchirappalli ,62230,0
tamil nadu,2018,q1,ramanathapuram ,14636,0
tamil nadu,2018,q1,krishnagiri ,66958,0
tamil nadu,2018,q1,cuddalore ,43486,0
tamil nadu,2018,q1,kancheepuram ,136352,0
tamil nadu,2018,q1,tiruppur ,87652,0
tamil nadu,2018,q1,dharmapuri ,33682,0
tamil nadu,2018,q1,thoothukkudi ,25509,0
tamil nadu,2018,q1,thanjavur ,36258,0
tamil nadu,2018,q1,madurai ,72582,0
tamil nadu,2018,q1,tiruvannamalai ,40279,0
tamil nadu,2018,q1,salem ,88288,0
tamil nadu,2018,q1,nagapattinam ,15626,0
tamil nadu,2018,q1,tirupathur ,25242,0
tamil nadu,2018,q1,ariyalur ,9211,0
tamil nadu,2018,q1,chennai ,292004,0
tamil nadu,2018,q1,the nilgiris ,13351,0
tamil nadu,2018,q1,erode ,53761,0
tamil nadu,2018,q1,karur ,19098,0
tamil nadu,2018,q1,kallakkurichi ,20750,0
tamil nadu,2018,q1,viluppuram ,31546,0
tamil nadu,2018,q1,pudukkottai ,16067,0
tamil nadu,2018,q1,perambalur ,8476,0
tamil nadu,2018,q1,coimbatore ,170306,0
tamil nadu,2018,q1,virudhunagar ,27079,0
tamil nadu,2018,q1,dindigul ,34025,0
tamil nadu,2018,q1,sivaganga ,16919,0
tamil nadu,2018,q1,tenkasi ,15000,0
tamil nadu,2018,q1,chengalpattu ,215210,0
tamil nadu,2018,q1,kanniyakumari ,28347,0
tamil nadu,2018,q1,tirunelveli ,28006,0
tamil nadu,2018,q1,thiruvallur ,215622,0
tamil nadu,2018,q1,theni ,18253,0
tamil nadu,2018,q1,ranipet ,31107,0
tamil nadu,2018,q1,namakkal ,38529,0
tamil nadu,2018,q1,vellore ,42137,0
tamil nadu,2018,q1,thiruvarur ,11170,0
tamil nadu,2018,q2,tiruchirappalli ,91156,0
tamil nadu,2018,q2,ramanathapuram ,22157,0
tamil nadu,2018,q2,krishnagiri ,96842,0
tamil nadu,2018,q2,cuddalore ,63447,0
tamil nadu,2018,q2,kancheepuram ,188583,0
tamil nadu,2018,q2,tiruppur ,128535,0
tamil nadu,2018,q2,dharmapuri ,49703,0
tamil nadu,2018,q2,thoothukkudi ,38026,0
tamil nadu,2018,q2,thanjavur ,53239,0
tamil nadu,2018,q2,madurai ,105957,0
tamil nadu,2018,q2,tiruvannamalai ,58386,0
tamil nadu,2018,q2,salem ,126830,0
tamil nadu,2018,q2,nagapattinam ,23371,0
tamil nadu,2018,q2,tirupathur ,36233,0
tamil nadu,2018,q2,ariyalur ,14083,0
tamil nadu,2018,q2,chennai ,401349,0
tamil nadu,2018,q2,the nilgiris ,19063,0
tamil nadu,2018,q2,erode ,77385,0
tamil nadu,2018,q2,karur ,27639,0
tamil nadu,2018,q2,kallakkurichi ,30936,0
tamil nadu,2018,q2,viluppuram ,45050,0
tamil nadu,2018,q2,pudukkottai ,24385,0
tamil nadu,2018,q2,perambalur ,12343,0
tamil nadu,2018,q2,coimbatore ,244374,0
tamil nadu,2018,q2,virudhunagar ,40179,0
tamil nadu,2018,q2,dindigul ,50731,0
tamil nadu,2018,q2,sivaganga ,25789,0
tamil nadu,2018,q2,tenkasi ,22686,0
tamil nadu,2018,q2,chengalpattu ,292432,0
tamil nadu,2018,q2,kanniyakumari ,41038,0
tamil nadu,2018,q2,tirunelveli ,40760,0
tamil nadu,2018,q2,thiruvallur ,300210,0
tamil nadu,2018,q2,theni ,27112,0
tamil nadu,2018,q2,ranipet ,43481,0
tamil nadu,2018,q2,namakkal ,55375,0
tamil nadu,2018,q2,vellore ,60166,0
tamil nadu,2018,q2,thiruvarur ,17005,0
tamil nadu,2018,q3,tiruchirappalli ,119661,0
tamil nadu,2018,q3,ramanathapuram ,29985,0
tamil nadu,2018,q3,krishnagiri ,128769,0
tamil nadu,2018,q3,cuddalore ,84632,0
tamil nadu,2018,q3,kancheepuram ,239985,0
tamil nadu,2018,q3,tiruppur ,172195,0
tamil nadu,2018,q3,dharmapuri ,67318,0
tamil nadu,2018,q3,thoothukkudi ,50858,0
tamil nadu,2018,q3,thanjavur ,70116,0
tamil nadu,2018,q3,madurai ,138064,0
tamil nadu,2018,q3,tiruvannamalai ,77186,0
tamil nadu,2018,q3,salem ,164489,0
tamil nadu,2018,q3,nagapattinam ,32391,0
tamil nadu,2018,q3,tirupathur ,47975,0
tamil nadu,2018,q3,ariyalur ,19441,0
tamil nadu,2018,q3,chennai ,511138,0
tamil nadu,2018,q3,the nilgiris ,25275,0
tamil nadu,2018,q3,erode ,101492,0
tamil nadu,2018,q3,karur ,36648,0
tamil nadu,2018,q3,kallakkurichi ,42462,0
tamil nadu,2018,q3,viluppuram ,59484,0
tamil nadu,2018,q3,pudukkottai ,33467,0
tamil nadu,2018,q3,perambalur ,16465,0
tamil nadu,2018,q3,coimbatore ,318461,0
tamil nadu,2018,q3,virudhunagar ,53656,0
tamil nadu,2018,q3,dindigul ,68304,0
tamil nadu,2018,q3,sivaganga ,34866,0
tamil nadu,2018,q3,tenkasi ,30847,0
tamil nadu,2018,q3,chengalpattu ,368413,0
tamil nadu,2018,q3,kanniyakumari ,54637,0
tamil nadu,2018,q3,tirunelveli ,54056,0
tamil nadu,2018,q3,thiruvallur ,381620,0
tamil nadu,2018,q3,theni ,36969,0
tamil nadu,2018,q3,ranipet ,55677,0
tamil nadu,2018,q3,namakkal ,72500,0
tamil nadu,2018,q3,vellore ,77325,0
tamil nadu,2018,q3,thiruvarur ,23350,0
tamil nadu,2018,q4,tiruchirappalli ,160006,0
tamil nadu,2018,q4,ramanathapuram ,40421,0
tamil nadu,2018,q4,krishnagiri ,172743,0
tamil nadu,2018,q4,cuddalore ,114395,0
tamil nadu,2018,q4,kancheepuram ,318007,0
tamil nadu,2018,q4,tiruppur ,227253,0
tamil nadu,2018,q4,dharmapuri ,91253,0
tamil nadu,2018,q4,thoothukkudi ,67862,0
tamil nadu,2018,q4,thanjavur ,93638,0
tamil nadu,2018,q4,madurai ,183206,0
tamil nadu,2018,q4,tiruvannamalai ,105024,0
tamil nadu,2018,q4,salem ,215365,0
tamil nadu,2018,q4,nagapattinam ,44023,0
tamil nadu,2018,q4,tirupathur ,65372,0
tamil nadu,2018,q4,ariyalur ,26505,0
tamil nadu,2018,q4,chennai ,689276,0
tamil nadu,2018,q4,the nilgiris ,33617,0
tamil nadu,2018,q4,erode ,132294,0
tamil nadu,2018,q4,karur ,48725,0
tamil nadu,2018,q4,kallakkurichi ,59098,0
tamil nadu,2018,q4,viluppuram ,81637,0
tamil nadu,2018,q4,pudukkottai ,44937,0
tamil nadu,2018,q4,perambalur ,22429,0
tamil nadu,2018,q4,coimbatore ,415090,0
tamil nadu,2018,q4,virudhunagar ,71704,0
tamil nadu,2018,q4,dindigul ,90832,0
tamil nadu,2018,q4,sivaganga ,47194,0
tamil nadu,2018,q4,tenkasi ,41206,0
tamil nadu,2018,q4,chengalpattu ,483785,0
tamil nadu,2018,q4,kanniyakumari ,72179,0
tamil nadu,2018,q4,tirunelveli ,70740,0
tamil nadu,2018,q4,thiruvallur ,514830,0
tamil nadu,2018,q4,theni ,49911,0
tamil nadu,2018,q4,ranipet ,75577,0
tamil nadu,2018,q4,namakkal ,94773,0
tamil nadu,2018,q4,vellore ,103405,0
tamil nadu,2018,q4,thiruvarur ,31566,0
tamil nadu,2019,q1,tiruchirappalli ,193798,0
tamil nadu,2019,q1,ramanathapuram ,49864,0
tamil nadu,2019,q1,krishnagiri ,212859,0
tamil nadu,2019,q1,cuddalore ,138966,0
tamil nadu,2019,q1,kancheepuram ,385091,0
tamil nadu,2019,q1,tiruppur ,273869,0
tamil nadu,2019,q1,dharmapuri ,111273,0
tamil nadu,2019,q1,thoothukkudi ,82778,0
tamil nadu,2019,q1,thanjavur ,113549,0
tamil nadu,2019,q1,madurai ,224783,0
tamil nadu,2019,q1,tiruvannamalai ,129411,0
tamil nadu,2019,q1,salem ,257624,0
tamil nadu,2019,q1,nagapattinam ,54318,0
tamil nadu,2019,q1,tirupathur ,81010,0
tamil nadu,2019,q1,ariyalur ,32852,0
tamil nadu,2019,q1,chennai ,830586,0
tamil nadu,2019,q1,the nilgiris ,41312,0
tamil nadu,2019,q1,erode ,157469,0
tamil nadu,2019,q1,karur ,58673,0
tamil nadu,2019,q1,kallakkurichi ,73253,0
tamil nadu,2019,q1,viluppuram ,100564,0
tamil nadu,2019,q1,pudukkottai ,55252,0
tamil nadu,2019,q1,perambalur ,27434,0
tamil nadu,2019,q1,coimbatore ,495350,0
tamil nadu,2019,q1,virudhunagar ,87060,0
tamil nadu,2019,q1,dindigul ,109937,0
tamil nadu,2019,q1,sivaganga ,57822,0
tamil nadu,2019,q1,tenkasi ,50065,0
tamil nadu,2019,q1,chengalpattu ,578045,0
tamil nadu,2019,q1,kanniyakumari ,87667,0
tamil nadu,2019,q1,tirunelveli ,85506,0
tamil nadu,2019,q1,thiruvallur ,625908,0
tamil nadu,2019,q1,theni ,60522,0
tamil nadu,2019,q1,ranipet ,93392,0
tamil nadu,2019,q1,namakkal ,112549,0
tamil nadu,2019,q1,vellore ,126690,0
tamil nadu,2019,q1,thiruvarur ,39202,0
tamil nadu,2019,q2,tiruchirappalli ,229886,888105
tamil nadu,2019,q2,ramanathapuram ,60663,222299
tamil nadu,2019,q2,krishnagiri ,252986,1223317
tamil nadu,2019,q2,cuddalore ,165183,567420
tamil nadu,2019,q2,kancheepuram ,447527,2383830
tamil nadu,2019,q2,tiruppur ,324350,1411179
tamil nadu,2019,q2,dharmapuri ,131769,588276
tamil nadu,2019,q2,thoothukkudi ,99080,336066
tamil nadu,2019,q2,thanjavur ,136597,477643
tamil nadu,2019,q2,madurai ,268420,1069867
tamil nadu,2019,q2,tiruvannamalai ,154806,594681
tamil nadu,2019,q2,salem ,302033,1121130
tamil nadu,2019,q2,nagapattinam ,65797,235307
tamil nadu,2019,q2,tirupathur ,96362,392426
tamil nadu,2019,q2,ariyalur ,39587,147113
tamil nadu,2019,q2,chennai ,969955,5191213
tamil nadu,2019,q2,the nilgiris ,50589,237651
tamil nadu,2019,q2,erode ,185565,634853
tamil nadu,2019,q2,karur ,69047,236338
tamil nadu,2019,q2,kallakkurichi ,88699,312180
tamil nadu,2019,q2,viluppuram ,119969,483368
tamil nadu,2019,q2,pudukkottai ,66892,245413
tamil nadu,2019,q2,perambalur ,32787,111749
tamil nadu,2019,q2,coimbatore ,584160,2460549
tamil nadu,2019,q2,virudhunagar ,104054,348430
tamil nadu,2019,q2,dindigul ,131833,509924
tamil nadu,2019,q2,sivaganga ,69744,264125
tamil nadu,2019,q2,tenkasi ,59877,196035
tamil nadu,2019,q2,chengalpattu ,667137,4350196
tamil nadu,2019,q2,kanniyakumari ,106688,357168
tamil nadu,2019,q2,tirunelveli ,102281,349486
tamil nadu,2019,q2,thiruvallur ,733978,3676621
tamil nadu,2019,q2,theni ,71870,254448
tamil nadu,2019,q2,ranipet ,109648,471102
tamil nadu,2019,q2,namakkal ,131560,435958
tamil nadu,2019,q2,vellore ,150242,706719
tamil nadu,2019,q2,thiruvarur ,47988,166776
tamil nadu,2019,q3,tiruchirappalli ,261919,3188576
tamil nadu,2019,q3,ramanathapuram ,68938,742215
tamil nadu,2019,q3,krishnagiri ,290478,4362654
tamil nadu,2019,q3,cuddalore ,187772,1968965
tamil nadu,2019,q3,kancheepuram ,503192,9099325
tamil nadu,2019,q3,tiruppur ,371296,5086753
tamil nadu,2019,q3,dharmapuri ,149491,1988881
tamil nadu,2019,q3,thoothukkudi ,112797,1169932
tamil nadu,2019,q3,thanjavur ,156723,1899755
tamil nadu,2019,q3,madurai ,305793,3683037
tamil nadu,2019,q3,tiruvannamalai ,174910,2027981
tamil nadu,2019,q3,salem ,342259,3940685
tamil nadu,2019,q3,nagapattinam ,75279,792031
tamil nadu,2019,q3,tirupathur ,110825,1372746
tamil nadu,2019,q3,ariyalur ,44894,492736
tamil nadu,2019,q3,chennai ,1090190,18954685
tamil nadu,2019,q3,the nilgiris ,59223,743196
tamil nadu,2019,q3,erode ,210555,2276841
tamil nadu,2019,q3,karur ,78089,822025
tamil nadu,2019,q3,kallakkurichi ,101377,1058365
tamil nadu,2019,q3,viluppuram ,135787,1636429
tamil nadu,2019,q3,pudukkottai ,76291,853544
tamil nadu,2019,q3,perambalur ,37320,386355
tamil nadu,2019,q3,coimbatore ,669547,9707815
tamil nadu,2019,q3,virudhunagar ,118223,1273205
tamil nadu,2019,q3,dindigul ,151511,1791979
tamil nadu,2019,q3,sivaganga ,79695,896599
tamil nadu,2019,q3,tenkasi ,68561,651705
tamil nadu,2019,q3,chengalpattu ,744424,18193512
tamil nadu,2019,q3,kanniyakumari ,125378,1266941
